ID,MAP,type,is_display,,coord_index,,,,,,
105651,1120,51050,0,1151,1151,0,0,0,0,0,0
105652,1120,53990,0,1211,1211,0,0,0,0,0,0
105653,1121,52400,1,1107,1107,0,0,0,0,0,0
105654,1121,52550,1,1110,1110,0,0,0,0,0,0
105655,1121,52460,1,1108,1108,0,0,0,0,0,0
105656,1121,52500,1,1109,1109,0,0,0,0,0,0
105657,1121,53590,1,1141,1141,0,0,0,0,0,0
105658,1121,53570,0,1142,1142,0,0,0,0,0,0
105659,1121,53630,0,1143,1143,0,0,0,0,0,0
105660,1121,53510,0,1144,1144,0,0,0,0,0,0
105661,1121,49292,1,1114,1114,0,0,0,0,0,0
105662,1121,49182,1,1115,1115,0,0,0,0,0,0
105663,1121,48302,1,1116,1116,0,0,0,0,0,0
105664,1121,53600,1,1145,1145,0,0,0,0,0,0
105665,1121,53640,0,1146,1146,0,0,0,0,0,0
105666,1121,53520,0,1147,1147,0,0,0,0,0,0
105667,1121,53560,0,1148,1148,0,0,0,0,0,0
105668,1121,49902,1,1111,1111,0,0,0,0,0,0
105669,1121,49172,1,1112,1112,0,0,0,0,0,0
105670,1121,49232,1,1113,1113,0,0,0,0,0,0
105671,1121,46690,1,1165,1165,0,0,0,0,0,0
105672,1121,46550,1,1160,1160,0,0,0,0,0,0
105673,1121,46570,1,1157,1157,0,0,0,0,0,0
105674,1121,46590,1,1163,1163,0,0,0,0,0,0
105675,1121,45510,1,1158,1158,0,0,0,0,0,0
105676,1121,46620,1,1164,1164,0,0,0,0,0,0
105677,1121,46510,1,1161,1161,0,0,0,0,0,0
105678,1121,46740,1,1156,1156,0,0,0,0,0,0
105679,1121,46540,1,1159,1159,0,0,0,0,0,0
105680,1121,46670,1,1162,1162,0,0,0,0,0,0
105681,1121,46520,1,1155,1155,0,0,0,0,0,0
105682,1121,51000,1,1151,1151,0,0,1,0,0,1
105683,1121,51000,1,1152,1152,0,0,1,0,0,1
105684,1121,51108,1,1153,1153,0,0,0,0,0,0
105685,1121,46530,1,1103,1103,0,0,0,0,0,0
105686,1121,53680,1,1135,1135,0,0,0,0,0,0
105687,1121,53820,0,1136,1136,0,0,0,0,0,0
105688,1121,53830,0,1137,1137,0,0,0,0,0,0
105689,1121,53700,1,1138,1138,0,0,0,0,0,0
105690,1121,53860,0,1139,1139,0,0,0,0,0,0
105691,1121,53870,0,1140,1140,0,0,0,0,0,0
105692,1121,51150,1,1150,1150,0,0,0,0,0,0
105693,1122,52420,1,1107,1107,0,0,0,0,0,0
105694,1122,52570,1,1110,1110,0,0,0,0,0,0
105695,1122,52460,1,1108,1108,0,0,0,0,0,0
105696,1122,52520,1,1109,1109,0,0,0,0,0,0
105697,1122,53580,1,1141,1141,0,0,0,0,0,0
105698,1122,53540,0,1142,1142,0,0,0,0,0,0
105699,1122,53620,0,1143,1143,0,0,0,0,0,0
105700,1122,53500,0,1144,1144,0,0,0,0,0,0
105701,1122,49292,1,1114,1114,0,0,0,0,0,0
105702,1122,49272,1,1115,1115,0,0,0,0,0,0
105703,1122,49232,1,1116,1116,0,0,0,0,0,0
105704,1122,53600,1,1145,1145,0,0,0,0,0,0
105705,1122,53640,0,1146,1146,0,0,0,0,0,0
105706,1122,53520,0,1147,1147,0,0,0,0,0,0
105707,1122,53560,0,1148,1148,0,0,0,0,0,0
105708,1122,49172,1,1111,1111,0,0,0,0,0,0
105709,1122,49902,1,1112,1112,0,0,0,0,0,0
105710,1122,48402,1,1113,1113,0,0,0,0,0,0
105711,1122,46710,1,1157,1157,0,0,0,0,0,0
105712,1122,45510,1,1165,1165,0,0,0,0,0,0
105713,1122,46650,1,1160,1160,0,0,0,0,0,0
105714,1122,46620,1,1164,1164,0,0,0,0,0,0
105715,1122,46720,1,1158,1158,0,0,0,0,0,0
105716,1122,46590,1,1163,1163,0,0,0,0,0,0
105717,1122,46690,1,1155,1155,0,0,0,0,0,0
105718,1122,46680,1,1162,1162,0,0,0,0,0,0
105719,1122,46640,1,1159,1159,0,0,0,0,0,0
105720,1122,46560,1,1161,1161,0,0,0,0,0,0
105721,1122,46740,1,1156,1156,0,0,0,0,0,0
105722,1122,51000,1,1152,1152,0,0,1,0,0,1
105723,1122,51000,1,1150,1150,0,0,1,0,0,1
105724,1122,51109,1,1151,1151,0,0,0,0,0,0
105725,1122,51150,1,1153,1153,0,0,0,0,0,0
105726,1122,46530,1,1103,1103,0,0,0,0,0,0
105727,1122,53680,1,1135,1135,0,0,0,0,0,0
105728,1122,53820,0,1136,1136,0,0,0,0,0,0
105729,1122,53830,0,1137,1137,0,0,0,0,0,0
105730,1122,53700,1,1138,1138,0,0,0,0,0,0
105731,1122,53860,0,1139,1139,0,0,0,0,0,0
105732,1122,53870,0,1140,1140,0,0,0,0,0,0
105733,1123,52400,1,1107,1107,0,0,0,0,0,0
105734,1123,52570,1,1110,1110,0,0,0,0,0,0
105735,1123,52460,1,1108,1108,0,0,0,0,0,0
105736,1123,52520,1,1109,1109,0,0,0,0,0,0
105737,1123,53590,1,1141,1141,0,0,0,0,0,0
105738,1123,53570,0,1142,1142,0,0,0,0,0,0
105739,1123,53630,0,1143,1143,0,0,0,0,0,0
105740,1123,53510,0,1144,1144,0,0,0,0,0,0
105741,1123,49102,1,1114,1114,0,0,0,0,0,0
105742,1123,49182,1,1115,1115,0,0,0,0,0,0
105743,1123,49262,1,1116,1116,0,0,0,0,0,0
105744,1123,53600,1,1145,1145,0,0,0,0,0,0
105745,1123,53640,0,1146,1146,0,0,0,0,0,0
105746,1123,53520,0,1147,1147,0,0,0,0,0,0
105747,1123,53550,0,1148,1148,0,0,0,0,0,0
105748,1123,49292,1,1111,1111,0,0,0,0,0,0
105749,1123,48802,1,1112,1112,0,0,0,0,0,0
105750,1123,49202,1,1113,1113,0,0,0,0,0,0
105751,1123,46590,1,1159,1159,0,0,0,0,0,0
105752,1123,46570,1,1161,1161,0,0,0,0,0,0
105753,1123,46650,1,1165,1165,0,0,0,0,0,0
105754,1123,46690,1,1158,1158,0,0,0,0,0,0
105755,1123,46710,1,1156,1156,0,0,0,0,0,0
105756,1123,45510,1,1163,1163,0,0,0,0,0,0
105757,1123,46510,1,1164,1164,0,0,0,0,0,0
105758,1123,46520,1,1157,1157,0,0,0,0,0,0
105759,1123,46740,1,1160,1160,0,0,0,0,0,0
105760,1123,46540,1,1155,1155,0,0,0,0,0,0
105761,1123,46670,1,1162,1162,0,0,0,0,0,0
105762,1123,51000,1,1153,1153,0,0,1,0,0,1
105763,1123,51000,1,1151,1151,0,0,1,0,0,1
105764,1123,46530,1,1103,1103,0,0,0,0,0,0
105765,1123,53670,1,1135,1135,0,0,0,0,0,0
105766,1123,53800,0,1136,1136,0,0,0,0,0,0
105767,1123,53810,0,1137,1137,0,0,0,0,0,0
105768,1123,53720,1,1138,1138,0,0,0,0,0,0
105769,1123,53900,0,1139,1139,0,0,0,0,0,0
105770,1123,53910,0,1140,1140,0,0,0,0,0,0
105771,1123,51102,1,1152,1152,0,0,0,0,0,0
105772,1123,51050,0,1150,1150,0,0,0,0,0,0
105773,1124,52400,1,1107,1107,0,0,0,0,0,0
105774,1124,52570,1,1110,1110,0,0,0,0,0,0
105775,1124,52460,1,1108,1108,0,0,0,0,0,0
105776,1124,52520,1,1109,1109,0,0,0,0,0,0
105777,1124,53590,1,1141,1141,0,0,0,0,0,0
105778,1124,53570,0,1142,1142,0,0,0,0,0,0
105779,1124,53630,0,1143,1143,0,0,0,0,0,0
105780,1124,53510,0,1144,1144,0,0,0,0,0,0
105781,1124,49282,1,1114,1114,0,0,0,0,0,0
105782,1124,49182,1,1115,1115,0,0,0,0,0,0
105783,1124,48402,1,1116,1116,0,0,0,0,0,0
105784,1124,53600,1,1145,1145,0,0,0,0,0,0
105785,1124,53640,0,1146,1146,0,0,0,0,0,0
105786,1124,53520,0,1147,1147,0,0,0,0,0,0
105787,1124,53550,0,1148,1148,0,0,0,0,0,0
105788,1124,49102,1,1111,1111,0,0,0,0,0,0
105789,1124,49212,1,1112,1112,0,0,0,0,0,0
105790,1124,48502,1,1113,1113,0,0,0,0,0,0
105791,1124,46570,1,1159,1159,0,0,0,0,0,0
105792,1124,46550,1,1161,1161,0,0,0,0,0,0
105793,1124,45510,1,1155,1155,0,0,0,0,0,0
105794,1124,46770,1,1158,1158,0,0,0,0,0,0
105795,1124,46590,1,1160,1160,0,0,0,0,0,0
105796,1124,46720,1,1165,1165,0,0,0,0,0,0
105797,1124,46710,1,1163,1163,0,0,0,0,0,0
105798,1124,46560,1,1164,1164,0,0,0,0,0,0
105799,1124,46630,1,1162,1162,0,0,0,0,0,0
105800,1124,46540,1,1156,1156,0,0,0,0,0,0
105801,1124,46530,1,1157,1157,0,0,0,0,0,0
105802,1124,51000,1,1151,1151,0,0,1,0,0,1
105803,1124,51000,1,1152,1152,0,0,1,0,0,1
105804,1124,46670,1,1103,1103,0,0,0,0,0,0
105805,1124,53670,1,1135,1135,0,0,0,0,0,0
105806,1124,53800,0,1136,1136,0,0,0,0,0,0
105807,1124,53810,0,1137,1137,0,0,0,0,0,0
105808,1124,53700,1,1138,1138,0,0,0,0,0,0
105809,1124,53860,0,1139,1139,0,0,0,0,0,0
105810,1124,53870,0,1140,1140,0,0,0,0,0,0
105811,1124,49400,1,1170,1170,0,0,0,0,0,0
105812,1124,51109,1,1150,1150,0,0,0,0,0,0
105813,1124,51150,1,1153,1153,0,0,0,0,0,0
105814,1125,52400,1,1107,1107,0,0,0,0,0,0
105815,1125,52570,1,1110,1110,0,0,0,0,0,0
105816,1125,52450,1,1108,1108,0,0,0,0,0,0
105817,1125,52520,1,1109,1109,0,0,0,0,0,0
105818,1125,53590,1,1141,1141,0,0,0,0,0,0
105819,1125,53570,0,1142,1142,0,0,0,0,0,0
105820,1125,53630,0,1143,1143,0,0,0,0,0,0
105821,1125,53510,0,1144,1144,0,0,0,0,0,0
105822,1125,49172,1,1114,1114,0,0,0,0,0,0
105823,1125,48402,1,1115,1115,0,0,0,0,0,0
105824,1125,49232,1,1116,1116,0,0,0,0,0,0
105825,1125,53600,1,1145,1145,0,0,0,0,0,0
105826,1125,53640,0,1146,1146,0,0,0,0,0,0
105827,1125,53520,0,1147,1147,0,0,0,0,0,0
105828,1125,53560,0,1148,1148,0,0,0,0,0,0
105829,1125,48102,1,1111,1111,0,0,0,0,0,0
105830,1125,49182,1,1112,1112,0,0,0,0,0,0
105831,1125,48602,1,1113,1113,0,0,0,0,0,0
105832,1125,46620,1,1156,1156,0,0,0,0,0,0
105833,1125,46590,1,1165,1165,0,0,0,0,0,0
105834,1125,46650,1,1158,1158,0,0,0,0,0,0
105835,1125,46720,1,1164,1164,0,0,0,0,0,0
105836,1125,46710,1,1160,1160,0,0,0,0,0,0
105837,1125,45510,1,1162,1162,0,0,0,0,0,0
105838,1125,46690,1,1163,1163,0,0,0,0,0,0
105839,1125,46640,1,1155,1155,0,0,0,0,0,0
105840,1125,46530,1,1157,1157,0,0,0,0,0,0
105841,1125,46740,1,1159,1159,0,0,0,0,0,0
105842,1125,46630,1,1161,1161,0,0,0,0,0,0
105843,1125,51000,1,1152,1152,0,0,1,0,0,1
105844,1125,51000,1,1150,1150,0,0,1,0,0,1
105845,1125,46560,1,1103,1103,0,0,0,0,0,0
105846,1125,53680,1,1135,1135,0,0,0,0,0,0
105847,1125,53820,0,1136,1136,0,0,0,0,0,0
105848,1125,53830,0,1137,1137,0,0,0,0,0,0
105849,1125,53700,1,1138,1138,0,0,0,0,0,0
105850,1125,53860,0,1139,1139,0,0,0,0,0,0
105851,1125,53870,0,1140,1140,0,0,0,0,0,0
105852,1125,49400,1,1175,1175,0,0,0,0,0,0
105853,1125,53000,0,1202,1202,0,0,0,0,0,0
105854,1125,53000,0,1201,1201,0,0,0,0,0,0
105855,1125,53000,0,1200,1200,0,0,0,0,0,0
105856,1125,51105,1,1153,1153,0,0,0,0,0,0
105857,1125,51050,0,1151,1151,0,0,0,0,0,0
105858,1125,53990,0,1211,1211,0,0,0,0,0,0
105859,1126,52400,1,1107,1107,0,0,0,0,0,0
105860,1126,52550,1,1110,1110,0,0,0,0,0,0
105861,1126,52450,1,1108,1108,0,0,0,0,0,0
105862,1126,52520,1,1109,1109,0,0,0,0,0,0
105863,1126,53590,1,1141,1141,0,0,0,0,0,0
105864,1126,53570,0,1142,1142,0,0,0,0,0,0
105865,1126,53630,0,1143,1143,0,0,0,0,0,0
105866,1126,53510,0,1144,1144,0,0,0,0,0,0
105867,1126,49282,1,1114,1114,0,0,0,0,0,0
105868,1126,49202,1,1115,1115,0,0,0,0,0,0
105869,1126,49232,1,1116,1116,0,0,0,0,0,0
105870,1126,53610,1,1145,1145,0,0,0,0,0,0
105871,1126,53490,0,1146,1146,0,0,0,0,0,0
105872,1126,53530,0,1147,1147,0,0,0,0,0,0
105873,1126,53550,0,1148,1148,0,0,0,0,0,0
105874,1126,49102,1,1111,1111,0,0,0,0,0,0
105875,1126,47802,1,1112,1112,0,0,0,0,0,0
105876,1126,48402,1,1113,1113,0,0,0,0,0,0
105877,1126,46590,1,1162,1162,0,0,0,0,0,0
105878,1126,45510,1,1158,1158,0,0,0,0,0,0
105879,1126,46550,1,1164,1164,0,0,0,0,0,0
105880,1126,46690,1,1160,1160,0,0,0,0,0,0
105881,1126,46710,1,1155,1155,0,0,0,0,0,0
105882,1126,46770,1,1157,1157,0,0,0,0,0,0
105883,1126,46510,1,1165,1165,0,0,0,0,0,0
105884,1126,46630,1,1159,1159,0,0,0,0,0,0
105885,1126,46660,1,1156,1156,0,0,0,0,0,0
105886,1126,46520,1,1163,1163,0,0,0,0,0,0
105887,1126,46740,1,1161,1161,0,0,0,0,0,0
105888,1126,51000,1,1152,1152,0,0,1,0,0,1
105889,1126,51000,1,1153,1153,0,0,1,0,0,1
105890,1126,46560,1,1103,1103,0,0,0,0,0,0
105891,1126,53670,1,1135,1135,0,0,0,0,0,0
105892,1126,53800,0,1136,1136,0,0,0,0,0,0
105893,1126,53810,0,1137,1137,0,0,0,0,0,0
105894,1126,53710,1,1138,1138,0,0,0,0,0,0
105895,1126,53880,0,1139,1139,0,0,0,0,0,0
105896,1126,53890,0,1140,1140,0,0,0,0,0,0
105897,1126,53050,0,1201,1201,0,0,0,0,0,0
105898,1126,53050,0,1202,1202,0,0,0,0,0,0
105899,1126,53050,0,1200,1200,0,0,0,0,0,0
105900,1126,51100,1,1151,1151,0,0,0,0,0,0
105901,1126,51150,1,1150,1150,0,0,0,0,0,0
105902,1127,52400,1,1107,1107,0,0,0,0,0,0
105903,1127,52570,1,1110,1110,0,0,0,0,0,0
105904,1127,52450,1,1108,1108,0,0,0,0,0,0
105905,1127,52500,1,1109,1109,0,0,0,0,0,0
105906,1127,53580,1,1141,1141,0,0,0,0,0,0
105907,1127,53540,0,1142,1142,0,0,0,0,0,0
105908,1127,53620,0,1143,1143,0,0,0,0,0,0
105909,1127,53500,0,1144,1144,0,0,0,0,0,0
105910,1127,49102,1,1114,1114,0,0,0,0,0,0
105911,1127,49282,1,1115,1115,0,0,0,0,0,0
105912,1127,49232,1,1116,1116,0,0,0,0,0,0
105913,1127,53600,1,1145,1145,0,0,0,0,0,0
105914,1127,53640,0,1146,1146,0,0,0,0,0,0
105915,1127,53520,0,1147,1147,0,0,0,0,0,0
105916,1127,53560,0,1148,1148,0,0,0,0,0,0
105917,1127,47902,1,1111,1111,0,0,0,0,0,0
105918,1127,49202,1,1112,1112,0,0,0,0,0,0
105919,1127,48602,1,1113,1113,0,0,0,0,0,0
105920,1127,46770,1,1160,1160,0,0,0,0,0,0
105921,1127,46690,1,1157,1157,0,0,0,0,0,0
105922,1127,46720,1,1165,1165,0,0,0,0,0,0
105923,1127,46710,1,1158,1158,0,0,0,0,0,0
105924,1127,45510,1,1163,1163,0,0,0,0,0,0
105925,1127,46570,1,1164,1164,0,0,0,0,0,0
105926,1127,46650,1,1156,1156,0,0,0,0,0,0
105927,1127,46680,1,1162,1162,0,0,0,0,0,0
105928,1127,46560,1,1155,1155,0,0,0,0,0,0
105929,1127,46640,1,1159,1159,0,0,0,0,0,0
105930,1127,46630,1,1161,1161,0,0,0,0,0,0
105931,1127,51000,1,1150,1150,0,0,1,0,0,1
105932,1127,51000,1,1152,1152,0,0,1,0,0,1
105933,1127,51101,1,1151,1151,0,0,0,0,0,0
105934,1127,46740,1,1103,1103,0,0,0,0,0,0
105935,1127,53680,1,1135,1135,0,0,0,0,0,0
105936,1127,53820,0,1136,1136,0,0,0,0,0,0
105937,1127,53830,0,1137,1137,0,0,0,0,0,0
105938,1127,53700,1,1138,1138,0,0,0,0,0,0
105939,1127,53860,0,1139,1139,0,0,0,0,0,0
105940,1127,53870,0,1140,1140,0,0,0,0,0,0
105941,1127,51050,0,1153,1153,0,0,0,0,0,0
105942,1127,53990,0,1211,1211,0,0,0,0,0,0
105943,1128,52420,1,1107,1107,0,0,0,0,0,0
105944,1128,52570,1,1110,1110,0,0,0,0,0,0
105945,1128,52460,1,1108,1108,0,0,0,0,0,0
105946,1128,52520,1,1109,1109,0,0,0,0,0,0
105947,1128,53580,1,1141,1141,0,0,0,0,0,0
105948,1128,53540,0,1142,1142,0,0,0,0,0,0
105949,1128,53620,0,1143,1143,0,0,0,0,0,0
105950,1128,53500,0,1144,1144,0,0,0,0,0,0
105951,1128,49282,1,1114,1114,0,0,0,0,0,0
105952,1128,49272,1,1115,1115,0,0,0,0,0,0
105953,1128,49242,1,1116,1116,0,0,0,0,0,0
105954,1128,53610,1,1145,1145,0,0,0,0,0,0
105955,1128,53490,0,1146,1146,0,0,0,0,0,0
105956,1128,53530,0,1147,1147,0,0,0,0,0,0
105957,1128,53560,0,1148,1148,0,0,0,0,0,0
105958,1128,49102,1,1111,1111,0,0,0,0,0,0
105959,1128,49202,1,1112,1112,0,0,0,0,0,0
105960,1128,49232,1,1113,1113,0,0,0,0,0,0
105961,1128,46690,1,1165,1165,0,0,0,0,0,0
105962,1128,45510,1,1159,1159,0,0,0,0,0,0
105963,1128,46710,1,1156,1156,0,0,0,0,0,0
105964,1128,46720,1,1158,1158,0,0,0,0,0,0
105965,1128,46650,1,1155,1155,0,0,0,0,0,0
105966,1128,46590,1,1164,1164,0,0,0,0,0,0
105967,1128,46770,1,1163,1163,0,0,0,0,0,0
105968,1128,46670,1,1161,1161,0,0,0,0,0,0
105969,1128,46540,1,1160,1160,0,0,0,0,0,0
105970,1128,46530,1,1157,1157,0,0,0,0,0,0
105971,1128,46660,1,1162,1162,0,0,0,0,0,0
105972,1128,51000,1,1151,1151,0,0,1,0,0,1
105973,1128,51000,1,1153,1153,0,0,1,0,0,1
105974,1128,51150,1,1152,1152,0,0,0,0,0,0
105975,1128,46630,1,1103,1103,0,0,0,0,0,0
105976,1128,53680,1,1135,1135,0,0,0,0,0,0
105977,1128,53820,0,1136,1136,0,0,0,0,0,0
105978,1128,53830,0,1137,1137,0,0,0,0,0,0
105979,1128,53710,1,1138,1138,0,0,0,0,0,0
105980,1128,53880,0,1139,1139,0,0,0,0,0,0
105981,1128,53890,0,1140,1140,0,0,0,0,0,0
105982,1128,51109,1,1150,1150,0,0,0,0,0,0
105983,1128,53990,0,1210,1210,0,0,0,0,0,0
105984,1129,52420,1,1107,1107,0,0,0,0,0,0
105985,1129,52570,1,1110,1110,0,0,0,0,0,0
105986,1129,52450,1,1108,1108,0,0,0,0,0,0
105987,1129,52520,1,1109,1109,0,0,0,0,0,0
105988,1129,53580,1,1141,1141,0,0,0,0,0,0
105989,1129,53540,0,1142,1142,0,0,0,0,0,0
105990,1129,53620,0,1143,1143,0,0,0,0,0,0
105991,1129,53500,0,1144,1144,0,0,0,0,0,0
105992,1129,49102,1,1114,1114,0,0,0,0,0,0
105993,1129,48502,1,1115,1115,0,0,0,0,0,0
105994,1129,48402,1,1116,1116,0,0,0,0,0,0
105995,1129,53610,1,1145,1145,0,0,0,0,0,0
105996,1129,53490,0,1146,1146,0,0,0,0,0,0
105997,1129,53530,0,1147,1147,0,0,0,0,0,0
105998,1129,53550,0,1148,1148,0,0,0,0,0,0
105999,1129,47802,1,1111,1111,0,0,0,0,0,0
106000,1129,49232,1,1112,1112,0,0,0,0,0,0
106001,1129,49262,1,1113,1113,0,0,0,0,0,0
106002,1129,45510,1,1156,1156,0,0,0,0,0,0
106003,1129,46590,1,1165,1165,0,0,0,0,0,0
106004,1129,46690,1,1159,1159,0,0,0,0,0,0
106005,1129,46720,1,1158,1158,0,0,0,0,0,0
106006,1129,46650,1,1160,1160,0,0,0,0,0,0
106007,1129,46550,1,1162,1162,0,0,0,0,0,0
106008,1129,46770,1,1164,1164,0,0,0,0,0,0
106009,1129,46640,1,1161,1161,0,0,0,0,0,0
106010,1129,46740,1,1155,1155,0,0,0,0,0,0
106011,1129,46540,1,1157,1157,0,0,0,0,0,0
106012,1129,46560,1,1163,1163,0,0,0,0,0,0
106013,1129,51000,1,1153,1153,0,0,1,0,0,1
106014,1129,51000,1,1151,1151,0,0,1,0,0,1
106015,1129,51102,1,1150,1150,0,0,0,0,0,0
106016,1129,51051,0,1152,1152,0,0,0,0,0,0
106017,1129,46680,1,1103,1103,0,0,0,0,0,0
106018,1129,53680,1,1135,1135,0,0,0,0,0,0
106019,1129,53820,0,1136,1136,0,0,0,0,0,0
106020,1129,53830,0,1137,1137,0,0,0,0,0,0
106021,1129,53710,1,1138,1138,0,0,0,0,0,0
106022,1129,53880,0,1139,1139,0,0,0,0,0,0
106023,1129,53890,0,1140,1140,0,0,0,0,0,0
106024,1129,53000,0,1200,1200,0,0,0,0,0,0
106025,1129,53000,0,1202,1202,0,0,0,0,0,0
106026,1129,53000,0,1201,1201,0,0,0,0,0,0
106027,1130,52420,1,1107,1107,0,0,0,0,0,0
106028,1130,52570,1,1110,1110,0,0,0,0,0,0
106029,1130,52450,1,1108,1108,0,0,0,0,0,0
106030,1130,52500,1,1109,1109,0,0,0,0,0,0
106031,1130,53580,1,1141,1141,0,0,0,0,0,0
106032,1130,53540,0,1142,1142,0,0,0,0,0,0
106033,1130,53620,0,1143,1143,0,0,0,0,0,0
106034,1130,53500,0,1144,1144,0,0,0,0,0,0
106035,1130,49102,1,1114,1114,0,0,0,0,0,0
106036,1130,49232,1,1115,1115,0,0,0,0,0,0
106037,1130,48602,1,1116,1116,0,0,0,0,0,0
106038,1130,53600,1,1145,1145,0,0,0,0,0,0
106039,1130,53640,0,1146,1146,0,0,0,0,0,0
106040,1130,53520,0,1147,1147,0,0,0,0,0,0
106041,1130,53560,0,1148,1148,0,0,0,0,0,0
106042,1130,49302,1,1111,1111,0,0,0,0,0,0
106043,1130,48102,1,1112,1112,0,0,0,0,0,0
106044,1130,48302,1,1113,1113,0,0,0,0,0,0
106045,1130,46650,1,1159,1159,0,0,0,0,0,0
106046,1130,46710,1,1155,1155,0,0,0,0,0,0
106047,1130,46720,1,1158,1158,0,0,0,0,0,0
106048,1130,46550,1,1162,1162,0,0,0,0,0,0
106049,1130,46570,1,1164,1164,0,0,0,0,0,0
106050,1130,46770,1,1157,1157,0,0,0,0,0,0
106051,1130,46620,1,1160,1160,0,0,0,0,0,0
106052,1130,46680,1,1163,1163,0,0,0,0,0,0
106053,1130,46530,1,1165,1165,0,0,0,0,0,0
106054,1130,46670,1,1156,1156,0,0,0,0,0,0
106055,1130,46630,1,1161,1161,0,0,0,0,0,0
106056,1130,51000,1,1153,1153,0,0,1,0,0,1
106057,1130,51000,1,1150,1150,0,0,1,0,0,1
106058,1130,51150,1,1152,1152,0,0,0,0,0,0
106059,1130,46520,1,1103,1103,0,0,0,0,0,0
106060,1130,53680,1,1135,1135,0,0,0,0,0,0
106061,1130,53820,0,1136,1136,0,0,0,0,0,0
106062,1130,53830,0,1137,1137,0,0,0,0,0,0
106063,1130,53720,1,1138,1138,0,0,0,0,0,0
106064,1130,53900,0,1139,1139,0,0,0,0,0,0
106065,1130,53910,0,1140,1140,0,0,0,0,0,0
106066,1130,49400,1,1171,1171,0,0,0,0,0,0
106067,1130,51103,1,1151,1151,0,0,0,0,0,0
106068,1131,52420,1,1107,1107,0,0,0,0,0,0
106069,1131,52570,1,1110,1110,0,0,0,0,0,0
106070,1131,52460,1,1108,1108,0,0,0,0,0,0
106071,1131,52520,1,1109,1109,0,0,0,0,0,0
106072,1131,53580,1,1141,1141,0,0,0,0,0,0
106073,1131,53540,0,1142,1142,0,0,0,0,0,0
106074,1131,53620,0,1143,1143,0,0,0,0,0,0
106075,1131,53500,0,1144,1144,0,0,0,0,0,0
106076,1131,49282,1,1114,1114,0,0,0,0,0,0
106077,1131,49172,1,1115,1115,0,0,0,0,0,0
106078,1131,49232,1,1116,1116,0,0,0,0,0,0
106079,1131,53610,1,1145,1145,0,0,0,0,0,0
106080,1131,53490,0,1146,1146,0,0,0,0,0,0
106081,1131,53530,0,1147,1147,0,0,0,0,0,0
106082,1131,53560,0,1148,1148,0,0,0,0,0,0
106083,1131,49902,1,1111,1111,0,0,0,0,0,0
106084,1131,49272,1,1112,1112,0,0,0,0,0,0
106085,1131,49182,1,1113,1113,0,0,0,0,0,0
106086,1131,46550,1,1157,1157,0,0,0,0,0,0
106087,1131,46770,1,1155,1155,0,0,0,0,0,0
106088,1131,45510,1,1160,1160,0,0,0,0,0,0
106089,1131,46710,1,1163,1163,0,0,0,0,0,0
106090,1131,46590,1,1164,1164,0,0,0,0,0,0
106091,1131,46690,1,1158,1158,0,0,0,0,0,0
106092,1131,46720,1,1156,1156,0,0,0,0,0,0
106093,1131,46640,1,1162,1162,0,0,0,0,0,0
106094,1131,46540,1,1159,1159,0,0,0,0,0,0
106095,1131,46670,1,1165,1165,0,0,0,0,0,0
106096,1131,46740,1,1161,1161,0,0,0,0,0,0
106097,1131,51000,1,1153,1153,0,0,1,0,0,1
106098,1131,51000,1,1152,1152,0,0,1,0,0,1
106099,1131,46530,1,1103,1103,0,0,0,0,0,0
106100,1131,53670,1,1135,1135,0,0,0,0,0,0
106101,1131,53800,0,1136,1136,0,0,0,0,0,0
106102,1131,53810,0,1137,1137,0,0,0,0,0,0
106103,1131,53720,1,1138,1138,0,0,0,0,0,0
106104,1131,53900,0,1139,1139,0,0,0,0,0,0
106105,1131,53910,0,1140,1140,0,0,0,0,0,0
106106,1131,49400,1,1174,1174,0,0,0,0,0,0
106107,1131,53000,0,1201,1201,0,0,0,0,0,0
106108,1131,53000,0,1200,1200,0,0,0,0,0,0
106109,1131,53000,0,1202,1202,0,0,0,0,0,0
106110,1131,51100,1,1150,1150,0,0,0,0,0,0
106111,1131,51150,1,1151,1151,0,0,0,0,0,0
106112,1131,53990,0,1212,1212,0,0,0,0,0,0
106113,1132,52400,1,1107,1107,0,0,0,0,0,0
106114,1132,52570,1,1110,1110,0,0,0,0,0,0
106115,1132,52460,1,1108,1108,0,0,0,0,0,0
106116,1132,52500,1,1109,1109,0,0,0,0,0,0
106117,1132,53580,1,1141,1141,0,0,0,0,0,0
106118,1132,53540,0,1142,1142,0,0,0,0,0,0
106119,1132,53620,0,1143,1143,0,0,0,0,0,0
106120,1132,53500,0,1144,1144,0,0,0,0,0,0
106121,1132,49272,1,1114,1114,0,0,0,0,0,0
106122,1132,49902,1,1115,1115,0,0,0,0,0,0
106123,1132,48802,1,1116,1116,0,0,0,0,0,0
106124,1132,53610,1,1145,1145,0,0,0,0,0,0
106125,1132,53490,0,1146,1146,0,0,0,0,0,0
106126,1132,53530,0,1147,1147,0,0,0,0,0,0
106127,1132,53550,0,1148,1148,0,0,0,0,0,0
106128,1132,49302,1,1111,1111,0,0,0,0,0,0
106129,1132,49252,1,1112,1112,0,0,0,0,0,0
106130,1132,49242,1,1113,1113,0,0,0,0,0,0
106131,1132,46720,1,1155,1155,0,0,0,0,0,0
